url,length_url,nb_dots,nb_hyphens,nb_slash,nb_qm,nb_eq,nb_at,nb_digits,has_https,suspect_words,label
http://www.bank-secure.com/home/8584,36,2,1,4,0,0,0,4,0,1,0
http://www.paypal.com/home/1008,31,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/account/1560,35,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/update/7476,31,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/login/8539,33,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/verify/7039,34,2,0,4,0,0,0,4,1,1,0
https://www.paypal.com/secure/9137,34,2,0,4,0,0,0,4,1,1,0
http://www.facebook.com/login/9753,34,2,0,4,0,0,0,4,0,0,1
http://www.ebay.com/login/5301,30,2,0,4,0,0,0,4,0,0,1
https://www.amazon.com/login/1602,33,2,0,4,0,0,0,4,1,0,1
https://www.bank-secure.com/update/9079,39,2,1,4,0,0,0,4,1,1,0
https://www.bank-secure.com/login/5960,38,2,1,4,0,0,0,4,1,1,1
http://www.bank-secure.com/home/3973,36,2,1,4,0,0,0,4,0,1,1
http://www.bank-secure.com/account/8989,39,2,1,4,0,0,0,4,0,1,0
http://www.bank-secure.com/secure/8554,38,2,1,4,0,0,0,4,0,1,0
https://www.paypal.com/account/5853,35,2,0,4,0,0,0,4,1,0,1
http://www.bank-secure.com/verify/5081,38,2,1,4,0,0,0,4,0,1,0
http://www.paypal.com/update/9847,33,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/secure/6288,35,2,0,4,0,0,0,4,0,1,1
https://www.google.com/verify/3005,34,2,0,4,0,0,0,4,1,1,0
http://www.ebay.com/login/3664,30,2,0,4,0,0,0,4,0,0,1
http://www.google.com/verify/1706,33,2,0,4,0,0,0,4,0,1,0
https://www.amazon.com/account/3968,35,2,0,4,0,0,0,4,1,0,0
http://www.amazon.com/update/7295,33,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/verify/4070,35,2,0,4,0,0,0,4,0,1,0
http://www.google.com/home/2154,31,2,0,4,0,0,0,4,0,0,1
https://www.bank-secure.com/secure/6639,39,2,1,4,0,0,0,4,1,1,0
https://www.google.com/home/3841,32,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/login/4259,33,2,0,4,0,0,0,4,1,0,1
https://www.ebay.com/login/6675,31,2,0,4,0,0,0,4,1,0,0
https://www.facebook.com/account/4757,37,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/verify/3695,35,2,0,4,0,0,0,4,0,1,0
https://www.google.com/home/2018,32,2,0,4,0,0,0,4,1,0,0
http://www.ebay.com/login/7211,30,2,0,4,0,0,0,4,0,0,0
http://www.facebook.com/update/9048,35,2,0,4,0,0,0,4,0,0,0
http://www.ebay.com/secure/1174,31,2,0,4,0,0,0,4,0,1,1
http://www.ebay.com/secure/3173,31,2,0,4,0,0,0,4,0,1,1
https://www.facebook.com/update/9536,36,2,0,4,0,0,0,4,1,0,1
http://www.paypal.com/account/4069,34,2,0,4,0,0,0,4,0,0,0
http://www.ebay.com/login/5378,30,2,0,4,0,0,0,4,0,0,1
http://www.bank-secure.com/verify/4934,38,2,1,4,0,0,0,4,0,1,0
http://www.ebay.com/login/5788,30,2,0,4,0,0,0,4,0,0,1
http://www.paypal.com/account/7708,34,2,0,4,0,0,0,4,0,0,0
https://www.ebay.com/update/6483,32,2,0,4,0,0,0,4,1,0,0
https://www.ebay.com/account/7877,33,2,0,4,0,0,0,4,1,0,1
https://www.facebook.com/secure/2933,36,2,0,4,0,0,0,4,1,1,1
http://www.bank-secure.com/secure/1113,38,2,1,4,0,0,0,4,0,1,1
https://www.bank-secure.com/home/3545,37,2,1,4,0,0,0,4,1,1,0
http://www.facebook.com/account/1900,36,2,0,4,0,0,0,4,0,0,1
http://www.ebay.com/secure/9136,31,2,0,4,0,0,0,4,0,1,0
http://www.amazon.com/update/9549,33,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/account/5904,35,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/secure/7206,35,2,0,4,0,0,0,4,0,1,1
https://www.facebook.com/secure/6722,36,2,0,4,0,0,0,4,1,1,1
http://www.amazon.com/login/9361,32,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/secure/6827,35,2,0,4,0,0,0,4,0,1,0
https://www.bank-secure.com/update/8976,39,2,1,4,0,0,0,4,1,1,1
https://www.google.com/update/5413,34,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/account/4413,35,2,0,4,0,0,0,4,1,0,0
https://www.google.com/login/4989,33,2,0,4,0,0,0,4,1,0,0
http://www.google.com/login/2919,32,2,0,4,0,0,0,4,0,0,1
https://www.amazon.com/update/3004,34,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/login/4955,33,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/login/7141,34,2,0,4,0,0,0,4,0,0,0
https://www.amazon.com/account/1093,35,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/update/6983,34,2,0,4,0,0,0,4,1,0,0
https://www.facebook.com/secure/3915,36,2,0,4,0,0,0,4,1,1,1
http://www.ebay.com/login/6135,30,2,0,4,0,0,0,4,0,0,0
https://www.amazon.com/update/5387,34,2,0,4,0,0,0,4,1,0,0
https://www.ebay.com/update/6160,32,2,0,4,0,0,0,4,1,0,0
https://www.google.com/secure/5349,34,2,0,4,0,0,0,4,1,1,0
https://www.amazon.com/home/4977,32,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/verify/4886,31,2,0,4,0,0,0,4,0,1,1
https://www.paypal.com/secure/7008,34,2,0,4,0,0,0,4,1,1,0
https://www.ebay.com/login/6460,31,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/secure/8059,33,2,0,4,0,0,0,4,0,1,0
http://www.ebay.com/update/3075,31,2,0,4,0,0,0,4,0,0,0
http://www.ebay.com/update/4129,31,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/account/1288,35,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/login/3175,33,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/login/4386,33,2,0,4,0,0,0,4,1,0,1
https://www.bank-secure.com/home/5982,37,2,1,4,0,0,0,4,1,1,1
https://www.bank-secure.com/home/5079,37,2,1,4,0,0,0,4,1,1,1
https://www.ebay.com/verify/6712,32,2,0,4,0,0,0,4,1,1,0
https://www.google.com/secure/9789,34,2,0,4,0,0,0,4,1,1,0
http://www.facebook.com/home/6828,33,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/verify/5317,33,2,0,4,0,0,0,4,0,1,1
https://www.ebay.com/secure/1080,32,2,0,4,0,0,0,4,1,1,0
https://www.facebook.com/home/7887,34,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/home/4331,31,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/secure/7612,34,2,0,4,0,0,0,4,1,1,1
http://www.bank-secure.com/secure/2438,38,2,1,4,0,0,0,4,0,1,0
http://www.paypal.com/secure/6391,33,2,0,4,0,0,0,4,0,1,1
https://www.paypal.com/home/6269,32,2,0,4,0,0,0,4,1,0,0
https://www.google.com/verify/8776,34,2,0,4,0,0,0,4,1,1,1
http://www.amazon.com/home/6088,31,2,0,4,0,0,0,4,0,0,0
http://www.ebay.com/login/6721,30,2,0,4,0,0,0,4,0,0,0
http://www.paypal.com/home/8652,31,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/verify/3859,33,2,0,4,0,0,0,4,0,1,1
https://www.paypal.com/verify/8551,34,2,0,4,0,0,0,4,1,1,1
http://www.amazon.com/update/1509,33,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/account/8086,34,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/update/6877,33,2,0,4,0,0,0,4,0,0,0
http://www.amazon.com/login/7820,32,2,0,4,0,0,0,4,0,0,1
http://www.bank-secure.com/update/8158,38,2,1,4,0,0,0,4,0,1,0
https://www.amazon.com/home/7056,32,2,0,4,0,0,0,4,1,0,0
http://www.bank-secure.com/update/7485,38,2,1,4,0,0,0,4,0,1,1
http://www.google.com/verify/6049,33,2,0,4,0,0,0,4,0,1,0
http://www.facebook.com/verify/9850,35,2,0,4,0,0,0,4,0,1,1
https://www.google.com/verify/7083,34,2,0,4,0,0,0,4,1,1,1
https://www.facebook.com/account/6190,37,2,0,4,0,0,0,4,1,0,0
http://www.bank-secure.com/account/2737,39,2,1,4,0,0,0,4,0,1,1
http://www.bank-secure.com/login/1713,37,2,1,4,0,0,0,4,0,1,0
https://www.google.com/update/4101,34,2,0,4,0,0,0,4,1,0,1
https://www.google.com/verify/5042,34,2,0,4,0,0,0,4,1,1,0
http://www.google.com/update/5275,33,2,0,4,0,0,0,4,0,0,0
http://www.amazon.com/home/5371,31,2,0,4,0,0,0,4,0,0,1
http://www.facebook.com/account/9541,36,2,0,4,0,0,0,4,0,0,0
http://www.paypal.com/home/2052,31,2,0,4,0,0,0,4,0,0,1
https://www.bank-secure.com/account/5529,40,2,1,4,0,0,0,4,1,1,1
http://www.paypal.com/update/9254,33,2,0,4,0,0,0,4,0,0,0
https://www.bank-secure.com/login/4239,38,2,1,4,0,0,0,4,1,1,0
http://www.facebook.com/account/1828,36,2,0,4,0,0,0,4,0,0,1
https://www.ebay.com/account/9807,33,2,0,4,0,0,0,4,1,0,0
http://www.amazon.com/update/9103,33,2,0,4,0,0,0,4,0,0,1
https://www.google.com/account/7648,35,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/update/1761,31,2,0,4,0,0,0,4,0,0,1
http://www.ebay.com/verify/5181,31,2,0,4,0,0,0,4,0,1,0
http://www.ebay.com/home/8828,29,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/verify/5545,34,2,0,4,0,0,0,4,1,1,0
http://www.paypal.com/secure/8111,33,2,0,4,0,0,0,4,0,1,1
http://www.facebook.com/verify/7270,35,2,0,4,0,0,0,4,0,1,0
http://www.bank-secure.com/login/5637,37,2,1,4,0,0,0,4,0,1,1
http://www.facebook.com/verify/4690,35,2,0,4,0,0,0,4,0,1,1
http://www.bank-secure.com/account/6846,39,2,1,4,0,0,0,4,0,1,1
http://www.bank-secure.com/account/3515,39,2,1,4,0,0,0,4,0,1,1
https://www.amazon.com/login/5248,33,2,0,4,0,0,0,4,1,0,1
http://www.google.com/secure/3315,33,2,0,4,0,0,0,4,0,1,1
http://www.ebay.com/home/8307,29,2,0,4,0,0,0,4,0,0,0
http://www.facebook.com/update/6623,35,2,0,4,0,0,0,4,0,0,1
https://www.paypal.com/login/6540,33,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/secure/8750,35,2,0,4,0,0,0,4,0,1,0
https://www.ebay.com/account/4952,33,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/update/9236,34,2,0,4,0,0,0,4,1,0,0
https://www.ebay.com/verify/6712,32,2,0,4,0,0,0,4,1,1,0
https://www.paypal.com/update/9518,34,2,0,4,0,0,0,4,1,0,0
http://www.google.com/secure/5522,33,2,0,4,0,0,0,4,0,1,1
http://www.ebay.com/secure/3443,31,2,0,4,0,0,0,4,0,1,1
https://www.facebook.com/secure/1282,36,2,0,4,0,0,0,4,1,1,1
https://www.bank-secure.com/account/8782,40,2,1,4,0,0,0,4,1,1,1
https://www.ebay.com/secure/2183,32,2,0,4,0,0,0,4,1,1,1
https://www.facebook.com/login/6821,35,2,0,4,0,0,0,4,1,0,1
http://www.facebook.com/secure/7321,35,2,0,4,0,0,0,4,0,1,0
https://www.facebook.com/login/1319,35,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/update/5177,34,2,0,4,0,0,0,4,1,0,0
https://www.bank-secure.com/verify/6292,39,2,1,4,0,0,0,4,1,1,1
https://www.facebook.com/home/7479,34,2,0,4,0,0,0,4,1,0,1
https://www.amazon.com/home/7434,32,2,0,4,0,0,0,4,1,0,0
http://www.google.com/update/7128,33,2,0,4,0,0,0,4,0,0,0
http://www.amazon.com/update/6715,33,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/update/6757,34,2,0,4,0,0,0,4,1,0,1
https://www.paypal.com/update/7580,34,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/home/4520,32,2,0,4,0,0,0,4,1,0,0
https://www.amazon.com/account/1185,35,2,0,4,0,0,0,4,1,0,1
https://www.bank-secure.com/login/1455,38,2,1,4,0,0,0,4,1,1,0
https://www.amazon.com/update/8483,34,2,0,4,0,0,0,4,1,0,0
https://www.google.com/secure/7882,34,2,0,4,0,0,0,4,1,1,0
https://www.ebay.com/login/4183,31,2,0,4,0,0,0,4,1,0,1
https://www.facebook.com/account/5736,37,2,0,4,0,0,0,4,1,0,1
http://www.google.com/login/8172,32,2,0,4,0,0,0,4,0,0,0
http://www.facebook.com/home/7201,33,2,0,4,0,0,0,4,0,0,1
https://www.facebook.com/account/9948,37,2,0,4,0,0,0,4,1,0,1
http://www.amazon.com/home/2385,31,2,0,4,0,0,0,4,0,0,0
https://www.facebook.com/secure/4246,36,2,0,4,0,0,0,4,1,1,1
http://www.facebook.com/update/9443,35,2,0,4,0,0,0,4,0,0,1
http://www.paypal.com/verify/7181,33,2,0,4,0,0,0,4,0,1,1
https://www.bank-secure.com/login/3415,38,2,1,4,0,0,0,4,1,1,1
http://www.bank-secure.com/account/6795,39,2,1,4,0,0,0,4,0,1,0
https://www.facebook.com/verify/3611,36,2,0,4,0,0,0,4,1,1,0
http://www.facebook.com/update/1107,35,2,0,4,0,0,0,4,0,0,0
https://www.bank-secure.com/secure/6314,39,2,1,4,0,0,0,4,1,1,0
https://www.bank-secure.com/verify/6315,39,2,1,4,0,0,0,4,1,1,1
http://www.amazon.com/update/7812,33,2,0,4,0,0,0,4,0,0,1
https://www.amazon.com/secure/7660,34,2,0,4,0,0,0,4,1,1,0
http://www.ebay.com/login/8119,30,2,0,4,0,0,0,4,0,0,1
https://www.ebay.com/account/7322,33,2,0,4,0,0,0,4,1,0,0
https://www.facebook.com/secure/3549,36,2,0,4,0,0,0,4,1,1,0
https://www.bank-secure.com/update/9810,39,2,1,4,0,0,0,4,1,1,0
https://www.google.com/account/1150,35,2,0,4,0,0,0,4,1,0,1
http://www.google.com/login/9561,32,2,0,4,0,0,0,4,0,0,1
http://www.amazon.com/verify/5518,33,2,0,4,0,0,0,4,0,1,1
http://www.bank-secure.com/secure/5732,38,2,1,4,0,0,0,4,0,1,0
https://www.ebay.com/secure/8248,32,2,0,4,0,0,0,4,1,1,1
http://www.amazon.com/verify/5989,33,2,0,4,0,0,0,4,0,1,1
https://www.bank-secure.com/update/2473,39,2,1,4,0,0,0,4,1,1,0
https://www.amazon.com/verify/1638,34,2,0,4,0,0,0,4,1,1,0
http://www.paypal.com/update/6879,33,2,0,4,0,0,0,4,0,0,0
https://www.bank-secure.com/home/6368,37,2,1,4,0,0,0,4,1,1,0
http://www.amazon.com/update/8041,33,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/verify/2752,34,2,0,4,0,0,0,4,1,1,1
https://www.bank-secure.com/login/4032,38,2,1,4,0,0,0,4,1,1,1
https://www.bank-secure.com/account/7709,40,2,1,4,0,0,0,4,1,1,1
http://www.facebook.com/home/7209,33,2,0,4,0,0,0,4,0,0,1
http://www.paypal.com/secure/4492,33,2,0,4,0,0,0,4,0,1,1
https://www.paypal.com/login/1615,33,2,0,4,0,0,0,4,1,0,1
http://www.ebay.com/secure/6076,31,2,0,4,0,0,0,4,0,1,0
http://www.facebook.com/account/4652,36,2,0,4,0,0,0,4,0,0,0
https://www.paypal.com/update/4963,34,2,0,4,0,0,0,4,1,0,0
https://www.paypal.com/secure/9287,34,2,0,4,0,0,0,4,1,1,0
https://www.amazon.com/secure/8152,34,2,0,4,0,0,0,4,1,1,0
http://www.google.com/verify/4114,33,2,0,4,0,0,0,4,0,1,0
http://www.bank-secure.com/account/7784,39,2,1,4,0,0,0,4,0,1,1
https://www.amazon.com/login/8080,33,2,0,4,0,0,0,4,1,0,1
https://www.google.com/login/5523,33,2,0,4,0,0,0,4,1,0,0
http://www.facebook.com/home/7705,33,2,0,4,0,0,0,4,0,0,0
https://www.google.com/account/9358,35,2,0,4,0,0,0,4,1,0,1
http://www.google.com/secure/2404,33,2,0,4,0,0,0,4,0,1,0
https://www.paypal.com/update/1739,34,2,0,4,0,0,0,4,1,0,1
http://www.google.com/login/1587,32,2,0,4,0,0,0,4,0,0,1
